5000
dfcabge edcfgba
fdbgaec febdgca
gdfaebc efgcdab
fgdeacb bdfegac
dacfbge cbagefd
cbegadf ecbadgf
cbgefda defcbga
bdgacfe ceafdgb
cbefdga dgcfabe
edcfgba abgecfd
abfgedc bcgadfe
edgbcaf bdgafce
agdcfeb adbegfc
edcfbag eafbgcd
fcgedab cbaedfg
dcbfega cegfadb
fedcgba cgaebfd
ecbfgda bgecfad
edcafgb adefbgc
beagdcf ecgdbaf
bafedcg gfbadec
agcbfde bgfedca
cebfdag dbfecag
cgaefdb fedbacg
cfabedg gedabfc
fdabcge bdgeacf
dgbefac cedfbag
gefadbc bfcgeda
dfgabec gafebdc
abdgfec afcgbde
bdcgefa faebgdc
fgecbda cgebafd
gdbeacf cbfadge
fgaebdc bfcedag
decfgba adgecfb
efbcgda cfgbdae
aecdgbf ceafdbg
cfadgeb cdeabgf
gbdfaec gdbefac
dagfebc dafebcg
deabgfc adcbfge
afdcgbe afecbgd
cdgbeaf bcfdega
cdbefga gecfadb
adefbgc fdebagc
egadcbf fgdceab
fdacebg eabcgfd
bfacedg eafdbgc
dgafbce agcdbef
fbeagdc feacbdg
dgcefba bdefgac
cgadebf cgfabde
fbgcade defcbag
fdcgbea eabfgdc
fcedgab acbgdfe
gdeafbc cdgbeaf
deagcfb bagfcde
bcfdaeg fcegadb
cedfbag ecbfgad
dfgabce defbgac
acegfdb edcgfba
cbgdefa ebadgfc
aecgdbf edabcfg
fgdabec bdcgfae
cdefbga caegdbf
fcbdega fgebcad
dbagefc bdgfeac
efabcgd badegfc
agefbdc dcagefb
dgcaebf ebgfadc
aedgcfb gbaedfc
febadcg begacdf
egfdcab ecgdafb
cfgbeda bfeadgc
ebfdacg edgacbf
gbdeacf gcdfabe
afgdceb bcegadf
fadcebg fdebcag
gdafebc bcfeadg
gbfdcae becgdaf
fcbdaeg dcgeabf
bcedfag deabgfc
caebgfd degfacb
fcadgbe eacdgbf
gafbecd abcegfd
cegbdaf cgfaedb
cgafdbe bfcaedg
gefabcd dagbfec
gcabdef bdcaefg
eacfdgb dbfcaeg
gbecfda baedfcg
edcbfag fcbadge
eadbgfc fdcbega
cdfaegb fbeagdc
gcadebf dfgebca
dbecfga dgbeafc
agebfdc ecafgdb
dacgfbe eagcbdf
aefcgbd bdacgfe
bdegfac gafecbd
efbdcag afegcbd
egbacdf dbcegaf
dbeagcf feagcbd
cgebadf edcfgab
dgeacfb ecfbgad
fbcgade gdfabce
bgecfda acgbdfe
fcgadbe beadcfg
afbcged bcedgaf
edabgfc defagcb
dcbaegf gaefcbd
cbdgefa gbfdeac
agebcfd egfcbda
cagfbed gdefabc
cdgbfea ecgbadf
gbfadce dgbecaf
gacfbde gbcadfe
cgfbead edbagcf
adefgcb fgdbeac
befagcd eadgfcb
adfcbeg edcgbfa
cbdafeg gefcbda
defgcab efbcagd
dagcbef fbeagcd
cgdbefa fabdecg
bfdagce cfebgad
bfadgec gcaebdf
cafebdg gdafceb
gedafbc agedbfc
fdbcaeg ebfgcda
agfcdeb cbagdfe
afdgceb aedfcbg
gdbecaf cegfabd
adebfcg acdbfeg
fcbgeda afgbced
acfedbg debacgf
abfcgde daegbfc
afdbgce acgefbd
cedgabf egcafbd
ebdgfca abdecfg
adfebcg afgdcbe
afdgcbe agedbcf
gbdcefa decfgab
cbaegdf dfbcega
abcdfeg ebcgfda
dafecbg dfegcba
bedcgaf daefcbg
fcagdbe bdgecfa
cdafgeb ebgdacf
fdabecg bdfagec
gdbfeca fagcdeb
fdabegc agfdecb
egbadcf caefbdg
adcgfbe cbgadef
afbegdc baefcgd
gcebfda cdbaegf
ebgadcf ebgfacd
bcfaedg gdcfbae
dfgbcae adecgfb
agfedcb gbfedca
dgceafb gacfedb
edagbfc bcdegfa
acfgebd bgdface
fdcgabe fbcaedg
bcgefad efcabdg
defacbg gabfced
dgbaefc faebcgd
befgadc aegcfdb
dfecbga dbgaecf
baefdgc geabdfc
dcabgfe bdeacfg
ebadcfg adcgfeb
bgacdfe dfacgbe
cfbaegd dfgaceb
bdgaefc dcfeagb
fbgecda cfedgba
gbcdaef bfdgace
cfgeadb gfabdec
fdabgec defacbg
gaefdbc cdaegfb
bfgaecd efbdcag
badcfeg gedbfac
afcgbed cabdegf
bcaefdg bcdgaef
ecbdafg bagdefc
gdfbeca gbaecfd
gedcafb cbdgefa
edafgbc fgadebc
fadgbec fbaedgc
gaedfcb gdafcbe
cdfbgea eadcgfb
gacedbf geabdcf
bagfcde beafcgd
fedcagb bdgfeca
gaedfbc gcbdaef
bcfegad dcfeabg
gfbcaed cbadefg
fabcdeg ceabfgd
cgdbeaf cbfdaeg
gdfcbae egdafcb
gcbfeda cbgfdae
beadcfg fegbadc
ceadfbg cebdafg
adcfbeg bcefgda
acdfbge fdcaebg
gbefdca ecgbfad
ebdacfg fecdgba
egfbdac edbcagf
fadgcbe bcegfda
badfegc cefdgba
fgeadcb fgaebdc
ceabgfd baegcdf
fdegbac gabecfd
dacefbg gfdcabe
cgedfba abedcfg
gbefcad ecgfbda
gfacebd egdbcaf
dfaebcg ebagcfd
cbfegad cdebfag
bfdagec gaefcdb
efdcabg fdeabcg
cefdbag cedagbf
gabcefd baecgdf
cadgbef degfcab
agcefbd gadcebf
fdbagec cadgebf
cagfbde agecbfd
becfgad gafbced
cbfdega agcdfbe
acdfebg cfagbde
afgedcb dcegbfa
fgcadeb cfgbeda
bacgfde gcadfeb
bcafdge becdgfa
fecagdb efgabcd
fedcabg cdbefag
edagcfb feabcgd
cfbdaeg acgbdef
bgcdfea cbefgda
fcbgade gbfcdea
bcdeagf bedgcaf
fegcdba befgcda
cdebfga cafgbed
gdbafce adfbecg
dafcgbe dcbeagf
agcbfed egfcadb
dcbfgae ebfgcad
bgedfac dfabgce
acgfedb efbcgad
agfdebc acbefdg
dagcfeb efdbagc
aefgcdb adecbgf
cfgadeb gefcdba
acedgfb cdfageb
ebafgcd ebgcfad
debcagf aegdbcf
bcdfega afegdbc
afedbgc dbcgafe
gecdabf egbcadf
bdefgca bcdaefg
dgcbeaf acedbgf
bafdgce aefcgdb
dbceagf fgacedb
dbacfge gebfdac
geafbdc egdcbaf
bfacgde gfaebcd
bfcdage dbafcge
egfdabc dabecfg
abcegfd cfaegdb
dfebcga dbefacg
gcfbaed acdgbef
agedfcb ebcdgfa
dagfbce dfebagc
bdfgcae adbfecg
afcedgb agecbdf
adbcgfe cbfaedg
agbfecd fdeacgb
aefbcgd gfaedcb
edabfcg fdbaceg
cbgaefd fegdbac
agbdfec bafedcg
gafbdce afegbcd
gfadecb feadgcb
fcaedbg dbcgfea
bgfdcea fecdbag
cbdagef ecfabdg
bcfedga fcebadg
cdafegb bdcgfea
dfbcage adbfegc
fecgdba aecfgbd
gcfbdae fcgadeb
acgbedf aegfcdb
gbafecd agfbedc
adgfbce cgadebf
efbagcd gaebcdf
gfaecbd bdgcfae
gbaefcd aegfbcd
dcbafeg agfebdc
dbaegcf ecabdfg
bgaedfc cdfgabe
dgefbca facgdbe
gdefcab fecdbga
efbdcga fbcgdae
fbegadc gcdfbae
dgfacbe cbdgfea
fedagbc fdebacg
edgfabc acbgefd
edacgfb ebacgfd
bacgedf fgebdca
ecabfgd aecbdfg
adfcegb gcdaebf
afgdbec cefdabg
gbcadfe gbafecd
aefgdcb dgfaecb
gebdcaf cfgaebd
cabfgde gcebdfa
acdgbef fgdcabe
bgfdace cgbdfea
gfbecda gcbdfae
gafecbd cabfdeg
egcbfad efcgbad
afedgcb ebgdcfa
degacbf efcdgab
afebcgd cbeafgd
fabcedg gdaefcb
dcbefga dfaebcg
bdcfage acedgbf
fdcgbae fcabedg
aecfgdb dcbgfea
efbagdc dfgcbea
facegbd gadbcfe
decagfb bfaedgc
gcdaebf cgebfda
bdcagef dcgafbe
acgfebd cadfgbe
fdbeacg feagcdb
beagcdf egadcbf
bfdcega ecbgdaf
ecdfgab cgafebd
cfbagde efdcbag
gfcadbe bfgcdae
cgfdeba cgebadf
bcaedgf bcgdefa
decgbaf fgcbeda
dgabfec adefgcb
adbefgc cgadefb
bgfcade gfecdba
cfgdbea adbgcef
efgbdca gebfdca
cgdabef gaedbfc
abdecfg adcgefb
adcgfeb dfgaebc
gfcdaeb eafgdcb
bgedacf ebgdfac
efgbcda afgcdbe
dfgebca dacgfbe
efbcdag abcfdeg
gebdcfa gbcaedf
ebfgdac cdbgeaf
cdeabfg ecgfdab
bcgaedf dfecgba
edagbcf cdgeafb
cagedbf aefdcgb
gfcbade cafdegb
edfcgab gcdfeab
fbgceda dceafgb
bcdagef ebfcgad
gdeabfc gdbcfae
dfegcba ecfgbad
bgafecd agebfdc
aebfcdg facbged
efcbgda fgcabed
aegcdbf gecdabf
egbcafd ceagfdb
cbagfde febgcda
fgeacbd adcfebg
dfacebg fcgaedb
cgadefb gbdecfa
acdefbg cabdefg
abfcegd egfcabd
fbcgaed facbegd
dgebcfa aedcgbf
begadcf gabedfc
acgedfb gdafbec
afdcebg ecgabfd
cgdfbea cdebagf
cdegbfa cegadbf
dagfbec gecbdfa
afgecbd gadbcef
becgdaf fbacgde
cadbfge eacgdbf
beafdcg egacfdb
bgfecda dagcbfe
agecfdb fdgaebc
bfagdec gdfcaeb
egfcdba cbgdaef
dcfaebg gcaefdb
gbcafed bceadgf
bfcdeag eadbcgf
bfdgaec aebdfgc
eacdbgf bcdgafe
bfedgac ecadgbf
dgabfce abgefcd
gebdafc gbedfac
agcbdef cafbedg
cgedabf febgcad
gbfdaec egfcbad
gcdeafb bgcadfe
cefdgba dbegfca
cdbagef ebcadgf
cfbedga cbaefgd
dgbcafe dgacefb
ecgdabf bcfeagd
cgbadfe fgceabd
bcefdag bafegcd
ebdgcaf ecdbfag
gcafdeb gaecfdb
cfaebdg fadegbc
eabcdfg edcfabg
dfcbeag egadfbc
agfedbc cagbfed
fbcdage cfbedag
afgcedb egcbfad
fgeadbc dbgeafc
egdabcf bagcedf
bacedgf eagdbfc
dabgcfe febdcga
bgafdec cgdfeab
ebgfacd fcbgdea
ceagbdf gefdabc
ecdgafb bafedgc
gdcafbe cfedbga
efagcbd gcdafeb
fdecgab febgdca
fdcbega baegfdc
cbdafge dfbceag
defcgab ebcagdf
gbedcaf bfdeagc
bfdcage gcfbeda
cbfadeg bfdeacg
ecadfgb cabegfd
beafgcd dafcegb
adgbecf dafgbce
ebdcagf fecgdba
dabefcg egbadcf
efdacbg bgfceda
dagcebf cgfdbae
gfcdbea afcbdeg
bfadgce fcagdeb
dcafegb eagfcbd
agfcdbe edcagbf
dfcbgae gfcbdea
fgbcaed efbadcg
bafcdge cgeadfb
gfdabec abfgdce
cdgfeab bdfecga
cebdgfa fedbagc
efcdabg gafcbed
acgbfed efgdcba
fabcegd fdbgace
fdagceb cgbefad
cfbeadg cdefgab
gcfbeda begfcad
ecgabdf egcabdf
ebafgdc cfdebag
bafcdeg dgbfcea
abdfegc ebdgcfa
fbegcda bfeacdg
eacgfbd dfcebga
efcdgba edagbcf
gdcefab ebagcdf
edcgfba edcfagb
cdfeabg gcbfaed
cfgeabd afedbcg
gdacefb adfegbc
bfdecga edgfbca
dgfceba bfceagd
acdfegb efbdacg
agfbecd gcedbfa
ecdgfba fabgdec
afbedcg cfebagd
bcgadef gcbdefa
cgdeafb defbcag
gcbdafe dceafbg
bfcgade befagcd
cedagfb facbedg
defagbc dabcfge
efgadbc cbaegfd
cabefdg abfegdc
dbagfce gdcbaef
bcadgfe gcabefd
cedfgab cbegadf
eacfbdg afgedcb
fegcdab fcagdbe
fgbdace bfecadg
cbadfge edbgfac
efgabdc adgcbfe
fgeabdc bdeafgc
dfbcgea fdgbcea
efabdcg agcbedf
fbagcde cfagbed
gedcfba cdaefgb
cgfaebd fabcedg
dabgcef ebfagdc
acgebfd cbfgdea
gdecafb cdefabg
egdfbac bcgdafe
badfgce badecfg
gdbacef gefadbc
cfebgad dbaefcg
dgeafbc bfdecag
agbcdef abdfecg
fgedbca efdcgab
fbcdgae feadcgb
bedgacf bfaedcg
dcfeabg fcdgbae
bcgdfea dgaefcb
ecdafgb abcefgd
fcagbde dgbfaec
cafbedg beacfdg
aedfgcb ecfagbd
fdaebgc dcefgab
cdebgfa afedgbc
afbdcge ebfacgd
agdecbf acfdgbe
ecabfdg fcdbaeg
cbaefdg abcfegd
ecabgfd fgadecb
cdfaebg gbafedc
cfgbdae dbcfage
defgcba abfcedg
ebgfcda beafgcd
dfagecb bfdcega
fbcedga gfcdeab
bdgfcea dfgecba
ebadcgf cbegfad
fdcebga gcfedba
edgfcab gbacefd
cgbefad abecgfd
gecdfab cafbdge
gdbefca fcaebgd
eabcfgd ebgafcd
cebagfd degcfba
egfcbda bfcagde
bdeacfg becfgad
dcefgba ecfbdag
dcebafg gfecbad
gfebcad cgdfbae
gfdaebc cafgbde
cegfdab egafbcd
eabgfdc cfbdaeg
cbgefad dfgeacb
bdaegfc gafcdbe
afgdcbe bcaefdg
gdabecf egdabfc
ebdgacf dbfcgae
bfaegdc cbdafeg
dgaebcf eagbcdf
afbgedc cbafedg
cfabged dbegfac
efcabgd cgbafed
gdfaceb acgfbde
befdcga egcdafb
agcdfbe gaefbcd
afgdebc adegfcb
bdfgcea fbagedc
aefbcdg bfdagec
edgfacb bgcfdea
gbafcde gfcbaed
fdbeagc cadegfb
cagfdbe bedacgf
fdbegca dgcfbea
ecbadfg bcaegfd
bfacdeg gecfabd
gedafcb eafcgbd
afbgced abgecdf
caebfdg abdgcfe
gbcaedf dbfegca
abfcdeg aefbdcg
edgcabf edgcfab
edfagbc dgfabce
fdacegb adefcgb
geadfcb baegfcd
dcgaefb fgaecbd
cadegfb acfegdb
edbcafg adgbcfe
fegbadc begadcf
geabfcd gcebadf
bafgdce ecdgabf
gdcfaeb agcbdef
dgafebc fbgedac
adcbgef cfbdgea
afbdgec fgcebad
bdgfeac edgcbaf
bdagefc adebcgf
acbfged geadfcb
gfacdbe dgfceba
adbfegc ecbdgfa
bgecdaf edfcagb
ebagdcf gadfceb
begfcda ebdgafc
bdgecfa bcgfade
fcgeabd abegfdc
beadgfc egcfdab
cebgadf gacdebf
fbgedca cebdfga
eabgfcd egafdbc
cfbdgae bagcfde
fegacdb cgdebfa
bfcaged ecdabgf
gbceafd gfadecb
cfbaedg gacdbfe
cgeadbf egbafcd
dfceabg afecdbg
afedcbg gdabfec
abdfceg bcgdfae
gcaefdb gcdabfe
gdebfca cefdbag
bgefdac ebgacdf
cebafgd gceabfd
debcfag gdabecf
ebagfdc cebdgfa
cegbdfa aebcdgf
cdaebgf aecdgbf
eafcbgd cfbadge
acfgbed cfbgade
cfdbgae fbedgac
gfdbeca cagdebf
fgacebd afcegdb
gceabdf cedbfag
gbefacd cfadegb
fcabdeg cfagdeb
adbefcg eagbfdc
gbfdace geafbcd
dfcgeba agfdbec
abcefdg dbgefca
ebfdagc dcgeafb
acegdbf caegdfb
dcebfga gdacefb
adgfbec begcfad
cdgeabf cgabdfe
ebgacfd cgfedba
dcafgeb eafcdbg
cfgbade ebgfcad
aegbfcd cgefabd
dgcaefb daegbcf
bfcedga fgadcbe
aegcbfd fcgbaed
adgcebf cfebadg
dafegcb dgebacf
dbgcefa adegfbc
aefdgcb bcafdge
dgcebfa ebcgafd
dbefcag efadcbg
bcgfeda cbgfade
beacfdg defagbc
dcgfeab bcagedf
dfcabeg ebgdafc
cdgbefa badecgf
febagcd gfeacdb
edgfbac cabedgf
fcdaebg baecdfg
gacedfb adcebfg
gaecbfd gdabfce
agefcbd ebfgadc
becdfga fgdecab
beafgdc efbcdag
egbcadf gcfdeab
eadgbcf eafgdbc
gdcfeba acbefgd
fagcebd aefdgcb
gcedbaf bgaefdc
cfdgaeb bgdfeca
daefbcg acefgdb
fbedagc cdgbfae
aedbgfc gfdeabc
cgedbaf ebfgdac
gbfaedc eadbgcf
cfdgabe fbcaegd
cbagdfe gabcefd
febdcag edbgacf
cgbafde fbaecgd
fgacbde aecbfdg
acfdbge gfcbead
cbdfega efgcbad
bfeagdc adbfcge
ebgcdfa edafcgb
gefbadc dbgefac
acgdfbe dbgcaef
deabfgc degabfc
dbcafeg gcdfeba
gcdbafe afedbgc
fdcabeg degbfac
degfcba agfecdb
gcfaedb decgfab
ceagdfb dfgcabe
gfebdca ecbdfag
afgcbed befagdc
agfcedb dgefcab
fgecdab cgafbde
deafcbg gacebdf
dabecgf fbcdeag
cegdbaf feadbgc
eacfgdb cegbfad
fgbecad ecdfagb
eacdgfb facebdg
cbegdaf dfcbage
ebagfcd efcgdba
adfgbec eadcbgf
gaedbcf gdcefba
bdfcgea dacgefb
fdegcba dgabecf
geadfbc aecfbdg
agcdbfe gecfdba
aebfdgc degcafb
agdbcef facdgeb
cdbfage dcbefag
gdeafcb aegbdcf
acedbgf cfdeagb
gdafbce befadgc
dgbeafc gdfbeac
cafedbg eafbcdg
eagcdbf bgacdef
agbcedf eagdfbc
abfcdge aebgcfd
fegdabc dbaegfc
dbefacg cebfadg
dafebcg gfcbdae
gecbdaf adegbfc
cgafbed dagecbf
dbacgfe cbgafed
bdgecaf fceadbg
acbdfeg eacgfbd
bfgaedc dacbegf
dfebacg adfbgec
bcdafge gdbcaef
bedfgca gcfeabd
bcagdef beadgfc
fbegdca dacbfge
acegfbd cbadfge
cbdegfa cbafdeg
bgfdeac adgbefc
ecfagdb ebcfadg
afegcbd cfgdeba
fdeabcg ecgdfba
cabfged ceafgbd
dbgceaf feabcdg
baecdgf cdeafbg
eafbcdg gadebcf
feagcbd afbdceg
adgfcbe fbdgaec
aebdcfg gbacdef
aegcfdb bafcedg
dafcegb cgbafde
cdfgaeb dbcafeg
cdebfag dbagecf
bfadegc fedgacb
abfecdg cgedafb
acgfbed adebcfg
aedgfbc edacfbg
eadgfbc fadbgec
daefgcb eacgfdb
cbgaedf cgfdaeb
ecgadbf fbadecg
abfedgc egacfbd
badcfge gecbfda
gadcbef fcbdega
eagfdbc fdceabg
cagbefd ecbdagf
ecadgbf cagdfbe
befagdc fcdbega
cdfgbea eacgbfd
deacfbg bacegfd
gdabcfe eagfbcd
gecdafb gfceabd
fbdacge afgcebd
edbgfac bagdecf
afgdecb bgeafcd
bcdfeag gfedcba
egfcdab dceagfb
afcdbge ecfgbda
gcbadef fbdgace
efdgabc eabfgcd
dgcfeba fabecgd
cedbagf efabcgd
ecfdgab bdcfeag
fecbdag gbedafc
aefcbgd agfcbde
bfdgeac edgcfba
egfbadc cdgaefb
edcabgf fgabcde
fbdgeca baedgcf
dcfaegb fabcegd
cedagbf fgdaceb
aedfcgb cbdfgea
dagefcb ecgadfb
gafdebc agecdfb
cagfebd bfeagdc
becgfda fcgedba
fceadgb aefgdcb
efcgbad bagcdef
dbfeacg dgcfeab
fgcebda afgdceb
cbfdage fcgebda
bdcafeg dbfgeca
afgcebd cgbfaed
dabcfge ebgdcaf
cdgbaef gadebfc
dagcefb fdacbeg
cefabgd decfbag
defcagb ebcfdag
egafcbd gcfabde
caegfdb efdabgc
dgafcbe abcdgef
fegdacb cabgfde
eafcdbg cafgdeb
bacdgfe dagefbc
fcgbeda afbdgec
fgbdeca abdcegf
efadcbg ecgabdf
dcefbag cbefagd
fcebdag bgfadce
fgbceda bdcefga
defcbag ceadbfg
abdgcfe cedgafb
edgabcf ecdgfab
cbfaedg cgfeadb
abefdgc geacfdb
bfgecad eabgcfd
bgdcaef dgeafcb
ceadgfb afgecdb
gdaecfb agdfbec
ecgbafd febagdc
aecbdgf edacbfg
dceagbf abfgdec
eacgdbf aegcdfb
befgdca dfecagb
dbgaefc gfbdeac
egbadfc cdafgbe
ecgfbad edbcgaf
abcgfed cagfedb
cebfdga fgcadeb
gadecbf fdcabeg
geabdfc cfaegbd
ecfdbga feacgdb
cfagedb ecfdagb
ecgfabd agcebfd
egdcafb dbfgaec
fecgabd dagbcef
bcfeadg geadcfb
bdfcgae gcafbde
gfdbaec febcgad
cgbfeda fcedagb
cfbdage cfgebda
bdceagf dfcbega
efcgdab feagbcd
cgeadfb cedbgaf
acgdefb afbdcge
gdfeabc becdgaf
dgafecb eagfcdb
fbdeagc cegbdfa
decbafg cfbegda
fgcdbae gdbfcea
ebcgfda cgdeabf
abgfecd cfadebg
dbcgfea cfdbage
fcgbaed cfdabeg
cbaegfd eadgfbc
fdgbcae egbafdc
ebcadgf cgadfbe
dcagbef ebdgacf
dbcegfa afdegcb
gbaecfd edcabfg
fdebgca gdecfab
gfcbead dfaecbg
cgdfabe aedcfbg
gbfdcea egafbdc
egcdfab bcgaedf
cfbegda debfcga
bgfaced dgacfbe
gefabdc gafebcd
fgacdeb gbadecf
eagbfdc bfaecgd
badgfec bfagdec
eafdcbg cebgadf
dabcgef dgcabfe
dfcbega faecbgd
fdcbgae dbcefga
dbgecfa cdbeagf
bgdfaec bfacged
adcgbef fecbdag
cfabgde bceafgd
degfacb ebagfdc
fcaebdg cedgbfa
bcefadg acbegdf
dbgfcae cdeagfb
dbefcga afdgecb
cbedgaf bedgacf
afedcgb cfgeadb
aecfdbg cdfegba
acdbefg agcebdf
cdfebag ebgcadf
gecfabd gbdcefa
cfdegab efgbcad
dgabcfe gbefdac
edfbgca defgabc
eafcgdb fecdgab
gfcabde cbgdeaf
fbcadeg fecabgd
bacfedg gabdfec
acgdbef ecadfgb
fadcegb cbedfag
eafgbdc fbadgce
dfaecgb fbgeacd
bfagcde fagedbc
ecabgdf dgcbafe
dgcefab dbfecga
fgcdeab aefgdbc
bedacfg gcefdab
abgdfce fcaebdg
badegcf edabcgf
ecgafbd fgacdbe
dfabcge dbgcfae
adgefbc cedbafg
dafbegc bfecgda
begdacf edagcfb
ceabfdg cbgaedf
edfacbg geabfdc
befgcda aegdbfc
gcdafbe fagbcde
bgecdfa befcgad
faecgbd abfgcde
badgfce efdgcba
gecfdba adfgcbe
fbcedag ecagdfb
badfcge dacgfeb
fdbcgea ebgdfca
dbacgef dgaecbf
ebagcdf gadcfeb
egbcdfa edgfbac
gcebafd dbceagf
gfdcbae adbcfge
ebfgcda cfegadb
gebfcda efgcadb
fegbdac cgbdeaf
gdcbfae efdgbac
fcbeagd edgabfc
gefbdca gebacfd
gaefcbd gdcbefa
fadbgce aedfcgb
gbdfeca afbgdec
acedbfg gafedbc
bgdcafe adbcfeg
fdcbgea fcadebg
efgdbca gfbaecd
afcgedb bgecdaf
dcfebag dgaecfb
abdgcef eadbfgc
efdgbac fcbadeg
edgbfac aefgcbd
gcabdfe bfeadcg
fgcbdae cdbgefa
agbdfce eadfbgc
defbcga dcebfga
ebafdcg bagefcd
abedfcg daebgfc
dacbegf ebdagfc
abedgfc bacfedg
fgebcad cedabfg
dbefgca abcdefg
fecgbad cebagfd
gfadcbe abdgfce
fecadgb degbcaf
gdcbfea efgcdba
dbgfeac ebdafgc
cagebfd gfcadbe
acdgbfe ecfbgda
degcbaf bfcgaed
bdcfeag dfbgeca
eafbgdc fgeadcb
cbfgeda fcgeabd
efdcbga ebdacfg
dcafbeg fbegacd
aecgbfd abedcgf
fdbecga degcabf
bdacfge gabdcfe
bedfagc abdecgf
bfdeagc fedgabc
cgabfed cgdfaeb
bfcdgea dafgbec
dcagbfe efdagbc
cadebgf cfbgdea
adfbceg bcadfge
decfabg bdefacg
edfagcb efgdabc
bcfdage cbgaefd
gcaebfd ecgbfda
dbaefgc afbcdeg
feagdcb bcedfag
debfcag gabedcf
fgedcab cdfaebg
cfdegba dfacegb
dgbafec cfbgeda
ebdfacg becgafd
edacbfg fcdaegb
bgdafec egdfbac
badgecf bcedagf
cebfgad degcbaf
adgfecb ecdbagf
abcgedf agdbfce
afecdbg gecdfab
bfdaegc dcfgaeb
fcagebd befdcga
febdacg badfgec
dcgabef dcaegfb
cdgbfae bgadcfe
gcbaefd abecdgf
bgacfed beafgdc
gabcfed efacdgb
efdbgca decfagb
fbegacd dabcefg
afgbecd beadfgc
faegbdc cabfged
cagbdef gdbcefa
gafbdec egabdfc
gefbacd eafgbcd
cdegbaf bgcdfae
dcagebf cadefbg
abgecdf eabdcgf
ebcgafd dgafebc
gabfdec acfedgb
cadgfbe dgbface
fbecgda aebcgdf
fbdcage cgfadeb
gdafcbe bcfegda
bcgedfa dfagecb
gebcadf dgafecb
dbfagce bgfaecd
fbecdag gfbceda
adecfgb cgefdab
gcdefba dfegabc
gdfcbea dbfagec
facebgd fcaegdb
efadgbc gdcfeab
dcebgaf beacfgd
dbcagfe cbadgfe
gdbaecf ecgbdaf
efacdbg cfdagbe
eacgfdb dfgbcea
cbafedg gfabcde
deafcgb cdagebf
deabcgf acfdegb
gaefcdb abdfceg
dfbegca bdfegca
feacbgd bdcfgae
fdagcbe dfcebag
bgfeacd befdacg
deafbcg adefbcg
fecbadg fdgbeca
ecadgfb eabgfdc
dcgbeaf edafcbg
cgefadb ebafcgd
bfgadec cgedbaf
gbcefad eadfgbc
bfdcaeg bagfecd
eadfcbg ebagdfc
dafbceg fgabdce
fdcaebg cfagdbe
bfaegcd fcbagde
fdbgeac cfdaegb
bdefgac bdcagfe
cfdgbea dcgfeab
badfecg bafdecg
fabegcd fbacdge
gaebfdc gefbcda
badcgef gfdabec
ecfgdba dacfgeb
badcefg aebfcdg
bfgedac bedfcag
geabcdf dcgebfa
facgbed bfecgad
fgcaebd fgdbaec
dbcaegf fedcgba
fcbagde bgcedaf
dbgfeca bdceafg
dbgeafc cabefgd
bcgdaef dfcageb
cdbaegf bedgcfa
adgcbfe abdefcg
edcfabg bcgdaef
dcegafb gecfdab
dgfecba abcgedf
beagcfd bafdegc
cfebdga ceadfgb
bgaefdc bdecgfa
gcbfdae dfbegca
bdeafcg cfadgbe
gebfcad egadbfc
aegfbcd cgbdaef
egcabfd afgbedc
fgdceab febdcag
fbgadce aegbcfd
fadecbg agfbced
fdbegac bgfacde
cfgadbe cadfebg
gbeacdf cfadbge
efdcgba fbcdgea
edabcgf eacdbgf
cbdefag afegbdc
dbfgace acfebgd
badgefc bdceagf
fdbgeca eabgfcd
fdbacge gecfbad
dgfcaeb edfgbca
gacbfed badgcef
gbdeafc dcgabef
egdacfb ebfadcg
afbdgce fegcdba
gcadbef dgefbac
bgedafc gabefcd
dcfgabe fcebgad
gabdcef fgedbca
aebcfdg egdcbfa
agdbecf egafdcb
cadfgeb gdbaecf
dgbcfea acbgfde
defgacb gdbcafe
dbagfec cdabegf
gabecdf fadcgeb
afdcbeg egcbdaf
abcgfde ebdfacg
gadebcf fdebgca
ebagdfc cfgabed
acgbfde bfedagc
acgdbfe eabdcfg
geacfdb bfeagcd
cgfebad fagedcb
fgadceb abdcfge
gdfacbe bfdgeca
gdefacb cabdgfe
abfdceg bacdegf
gcfadbe aegcbdf
gcdebfa agbefdc
bgadfce agcdfeb
beadfcg dbceafg
abcdfge cgabedf
ebdfgca fbadcge
eagcfbd gdacbfe
gabedcf bafecgd
fcbaedg gbcedaf
cdefbag dacgbfe
egfdacb fdgceab
bcdeafg cdebgfa
fbcdega cdbgaef
fdceagb gdcebaf
cdeagfb gdecabf
agfbdec dfaegcb
acgbdfe gdfaecb
fdgbace fbcedag
fabegdc dbacefg
fcdabge efdbcag
dbegfac fcgbdea
egdbacf gdafbce
cedafgb gfaecbd
fbeadgc cfbdgae
gcefdba bfdacge
fbdagec agfbdec
edbafgc cfdgbae
efgdcba cdfbeag
fcgabde fcagedb
eagdcbf dcbfage
dgcbfae agfcdeb
gefdbac gdecbaf
edcbgfa gbcefda
gcfabde egdbacf
gbdface dfagcbe
gecafbd cebgfda
fcaedgb afbgedc
bcdefga dabfgec
dbaegfc agbdcef
gbaefdc ebgcfda
fcbaegd bagedcf
dfgbaec gacedbf
gbeafdc ebgadfc
gcadfeb gaebcfd
caefdgb defbacg
bgdcefa gbecdfa
bcefgda decbgaf
fcadegb dgfacbe
egadbfc bedafcg
